_id,PK,CCR,AGE,GENDER,RACE,ARRESTTIME,ARRESTLOCATION,OFFENSES,INCIDENTLOCATION,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
262,1974999,16157603,22,M,W,2016-08-22T17:30:00,"Blvd Of The Allies & Cherry WY Pittsburgh, PA 15219",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,"Blvd Of The Allies & Cherry WY Pittsburgh, PA 15219",Golden Triangle/Civic Arena,2,201,6,6,-79.99930898,40.43744421
263,1975181,16160208,22,F,B,2016-08-26T06:57:00,"5500 Block Broad ST Pittsburgh, PA 15206",2701 Simple Assault.,"5500 Block Broad ST Pittsburgh, PA 15206",Garfield,5,1114,9,2,-79.93185035,40.46505868
264,1975193,16088152,23,M,B,2016-09-13T09:55:00,"100 Block Enterprise ST Pittsburgh, PA 15206",3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property. / 3323 Stop Signs and Yield Signs. / 3334 Turning Movements and Required Signals. / 3361  Driving Vehicle at Safe Speed. / 4302 Periods for Requiring Lighted Lamps. / 3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving,"Kelly ST & Zenith WY Pittsburgh, PA 15208",Homewood South,5,1303,9,2,-79.89649058,40.45540446
265,1975201,16154891,24,M,B,2016-09-12T02:25:00,"900 Block 2ND AV Pittsburgh, PA 15219","2903 False Imprisonment. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","1600 Block Suburban AV Pittsburgh, PA 15216",Beechview,6,1916,4,5,-80.01759818,40.40960568
266,1975320,16155978,41,M,B,2016-08-20T07:43:00,"8600 Block Bricelyn ST Pittsburgh, PA 15221","903 Criminal Conspiracy. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance","8600 Block Bricelyn ST Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.87435595,40.4578568
267,1975348,16163459,23,F,W,2016-08-30T18:45:00,"700 Block Chartiers AV Pittsburgh, PA 15220",13(a)(16) Possession of Controlled Substance,"Marlow ST & Chartiers AV Pittsburgh, PA 15220",Elliott,6,2020,2,5,-80.03972347,40.44312464
268,1975370,16092326,24,M,B,2016-09-13T22:55:00,"300 Block Mt Pleasant RD Pittsburgh, PA 15214",3925 Receiving Stolen Property.,"2500 Block Maple AV Pittsburgh, PA 15214",Perry South,1,2614,6,1,-80.00726666,40.46983151
269,1975375,16101335,20,M,B,2016-09-14T13:22:00,"900 Block 2nd AV Pittsburgh, PA 15219","903 Criminal Conspiracy. / 13(a)(7) Placing Trademarks, Identifying Marks on Container / 13(a)(8) Selling or Possess. Subst. with Prohib. Trademark / 13(a)(9) Making, Possess. Equip. to Print Prohib. Trademark / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","3700 Block Atkins ST Pittsburgh, PA 15212",Brighton Heights,1,2708,1,1,-80.03347318,40.48343566
270,1975405,16164045,24,M,W,2016-09-01T16:33:00,"600 Block 1st AV Pittsburgh, PA 15219",3361  Driving Vehicle at Safe Speed. / 3714 Careless Driving / 3743 Accidents Involving Damage to Attended Veh. or Property,"Saw Mill Run BL & Library RD Pittsburgh, PA 15227",Overbrook,3,3204,4,5,-79.99597387,40.38222524
271,1975411,16164088,20,M,B,2016-09-06T15:00:00,"400 Block Zara ST Pittsburgh, PA 15210",2701 Simple Assault.,"1700 Block Arlington AV Pittsburgh, PA 15210",South Side Slopes,3,1706,,,-79.98647478,40.4175495
272,1974513,16145135,20,F,B,2016-08-04T22:15:00,"1300 Block Chartiers AV Pittsburgh, PA 15220",13(a)(31) Marijuana: Possession Small Amount,"1300 Block Chartiers AV Pittsburgh, PA 15220",Elliott,6,2020,2,5,-80.04376167,40.44758823
273,1974560,16143695,45,F,B,2016-08-02T22:13:00,"1000 Block N Negley AV Pittsburgh, PA 15206",2701 Simple Assault.,"1000 Block N Negley AV Pittsburgh, PA 15206",Highland Park,5,1102,7,2,-79.92472807,40.47427554
274,1974768,16151405,27,M,W,2016-08-13T15:43:00,"1300 Block E Carson ST Pittsburgh, PA 15203","5126 Flight to Avoid Apprehension, Trial or Punishment. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","1300 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,3,-79.98517511,40.42860697
275,1975145,15239462,26,F,B,2016-09-09T15:48:00,"1100 Block Penn AV Pittsburgh, PA 15222",9015 Failure To Appear/Arrest on Attachment Order,"1100 Block Amanda ST Pittsburgh, PA 15210",Carrick,3,2902,4,3,-79.98933175,40.40549116
276,1975148,16111667,20,M,B,2016-09-09T11:02:00,"900 Block 2nd AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"Bigelow SQ Pittsburgh, PA 15219",Golden Triangle/Civic Arena,2,201,6,6,-79.99440381,40.44078618
277,1975154,16128383,21,M,B,2016-09-08T10:49:00,"100 Block Spruce Valley RD Pittsburgh, PA 15229",9015 Failure To Appear/Arrest on Attachment Order,"Troy Hill RD & Lowrie ST Pittsburgh, PA 15212",Troy Hill-Herrs Island,1,2406,,,,
278,1975212,16150139,16,M,B,2016-09-09T10:05:00,"900 Block Agnew RD Pittsburgh, PA 15227",903 Criminal Conspiracy. / 3701 Robbery.,"100 Block N St Clair ST Pittsburgh, PA 15206",East Liberty,5,1115,9,2,-79.92746487,40.46493827
279,1975213,16150285,18,M,W,2016-09-08T21:15:00,"900 Block 2ND AV Pittsburgh, PA 15219",903 Criminal Conspiracy. / 3502 Burglary. / 3701 Robbery. / 3921 Theft by Unlawful Taking or Disposition.,"300 Block Stratford AV Pittsburgh, PA 15232",Friendship,5,807,7,2,-79.93360519,40.4609519
280,1974515,16146284,40,M,W,2016-08-06T15:15:00,"700 Block Rossmore AV Pittsburgh, PA 15226",2705 Recklessy Endangering Another Person. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,"700 Block Rossmore AV Pittsburgh, PA 15226",Brookline,6,1919,4,5,-80.02012655,40.39588945
281,1975303,16161698,,M,B,2016-09-11T16:20:00,"900 Block 2nd AV Pittsburgh, PA 15219",903 Criminal Conspiracy. / 3701 Robbery.,"Federal ST & W North AV Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.00663235,40.45544902
282,1974708,16149850,22,M,W,2016-08-24T13:24:00,"600 Block 1st AV Pittsburgh, PA 15219",4101 Forgery.,"500 Block East Ohio ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-80.00057528,40.45353917
283,1975150,16135745,28,F,W,2016-09-09T14:00:00,"900 Block 2ND AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"1100 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,3,-79.98731788,40.42856797
284,1975152,16135884,31,F,W,2016-09-10T04:20:00,"100 Block Stolz AV Crafton, PA ",9015 Failure To Appear/Arrest on Attachment Order,"3200 Block Brunot AV Pittsburgh, PA 15204",Sheraden,6,2018,2,5,-80.05176187,40.45968148
285,1975027,16161685,16,M,B,2016-08-28T03:58:00,"1600 Block Smallman ST Pittsburgh, PA 15222",3925 Receiving Stolen Property. / 1501 Drivers Required to be Licensed. / 3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving / 3743 Accidents Involving Damage to Attended Veh. or Property,"MONROEVILLE MONROEVILLE, PA 15222",Outside City,OSC,5599,,,,
286,1974454,16117128,30,M,W,2016-08-22T18:19:00,"Armstrong County Jail Pittsburgh, PA ",9015 Failure To Appear/Arrest on Attachment Order,"Broad ST & Larimer AV Pittsburgh, PA 15206",East Liberty,5,1115,9,2,-79.92083206,40.46121375
287,1974461,16133727,45,M,B,2016-08-22T10:15:00,"900 Block 2ND AV Pittsburgh, PA 15219",903 Criminal Conspiracy. / 3929 Retail Theft.,"200 Block Atwood ST Pittsburgh, PA 15213",Central Oakland,4,405,3,3,-79.95688887,40.44042041
288,1974479,16143047,37,M,W,2016-08-01T23:52:00,"3400 Block Fleming AV Pittsburgh, PA 15212",2701 Simple Assault.,"3400 Block Fleming AV Pittsburgh, PA 15212",Brighton Heights,1,2703,1,1,-80.03815717,40.47698002
289,1974496,16143059,24,M,B,2016-08-02T01:02:00,"2100 Block Park Hill DR Pittsburgh, PA 15221",5123 Contraband. / 9093 Indirect Criminal Contempt,"2100 Block Park Hill DR Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.8740214,40.45295266
290,1974968,16139158,57,M,B,2016-09-06T11:20:00,"900 Block 2nd AV Pittsburgh, PA 15219",3502 Burglary.,"PPG PL Pittsburgh, PA 15221",Golden Triangle/Civic Arena,2,201,6,6,-80.00300501,40.44009257
291,1974620,16126810,32,M,B,2016-08-26T13:58:00,"900 Block 2nd AV Pittsburgh, PA 15219",901 Criminal Attempt / 3701 Robbery.,"20 Block Wabash ST Pittsburgh, PA 15220",West End,6,2019,2,5,-80.03487747,40.44090713
292,1974635,16140074,57,M,B,2016-08-26T10:00:00,"900 Block 2nd AV Pittsburgh, PA 15219",901 Criminal Attempt,"400 Block N Neville ST Pittsburgh, PA 15213",North Oakland,4,507,8,3,-79.94953823,40.45140073
293,1974642,16149456,30,F,B,2016-08-17T13:20:00,"900 Block Second AV Pittsburgh, PA 15219",2702 Aggravated Assault.,"5200 Block Centre  (UPMC Shadyside Hospital) AV Pittsburgh, PA 15224",Shadyside,4,709,8,2,-79.94138011,40.45501486
294,1975129,16159672,26,F,B,2016-09-02T20:00:00,"900 Block SECOND AV Pittsburgh, PA 15219",2706 Terroristic Threats. / 3304 Criminal Mischief.,"200 Block Essen ST Pittsburgh, PA 15214",Northview Heights,1,2609,1,1,-80.00254614,40.47306871
295,1975132,16159776,32,F,B,2016-09-01T10:45:00,"600 Block 1st AV Pittsburgh, PA 15219",1543 Driving While Operating Privilege is Suspended or Revoked. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,"1300 Block Woodland AV Pittsburgh, PA 15212",Marshall-Shadeland,1,2715,1,1,-80.03026585,40.46922282
296,1975136,16160903,32,M,W,2016-08-27T01:49:00,"200 Block East Ohio ST Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant / 4914 False Identification to Law Enforcement Authorities / 3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s),"200 Block East Ohio ST Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.00366043,40.45302239
297,1975235,16161908,61,M,B,2016-08-28T16:00:00,"7200 Block Susquehanna ST Pittsburgh, PA 15208",2701 Simple Assault. / 2706 Terroristic Threats.,"7200 Block Susquehanna ST Pittsburgh, PA 15208",Homewood South,5,1304,9,2,-79.89822089,40.45365821
298,1975467,16164848,12,M,B,2016-09-01T18:00:00,"1000 Block Uvilla ST Pittsburgh, PA 15220",903 Criminal Conspiracy. / 3502 Burglary.,"1000 Block Chartiers AV Pittsburgh, PA 15220",Elliott,6,2020,2,5,-80.0406073,40.44420027
299,1974684,16160168,14,M,B,2016-08-26T06:15:00,"800 Block Railroad ST Mckees Rocks, PA 15136","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 6110.1 Possesion of Firearm by Minor","800 Block Railroad ST Mckees Rocks, PA 15136",Outside City,OSC,5599,,,-80.06210405,40.46785756
300,1975080,16135820,26,F,W,2016-09-07T12:15:00,"600 Block 1st AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","900 Block Woodlow ST Pittsburgh, PA 15205",Crafton Heights,6,2814,2,5,-80.05220414,40.44589982
301,1974825,16153268,40,F,W,2016-08-16T15:27:00,"800 Block Freeport RD Pittsburgh, PA 15215",3929 Retail Theft.,"800 Block Freeport RD Pittsburgh, PA 15215",Lincoln-Lemington-Belmar,5,1201,9,2,-79.89761421,40.48782354
302,1974829,16153281,34,M,B,2016-08-18T20:20:00,"900 Block 2nd AV Pittsburgh, PA 15219",3701 Robbery.,"600 Block Smithfield ST Pittsburgh, PA 15219",Golden Triangle/Civic Arena,2,201,6,6,-79.99740551,40.44152525
303,1975019,16157200,18,M,W,2016-08-22T02:35:00,"500 Block Rossmore AV Pittsburgh, PA 15226","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor / 3714 Careless Driving / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3718(a) Minor Prohib from Operating w/ Alcohol in System / 3802(a)(1) DUI - General Impairment / 3802(e) DUI - Minors - BAC >=.02%","Pioneer AV & Gallion AV Pittsburgh, PA 15226",Brookline,6,1919,4,5,-80.02205286,40.39855712
304,1975469,16115185,52,M,B,2016-09-17T18:18:00,"Wylie AV & Erin ST Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"Wylie AV & Erin ST Pittsburgh, PA 15219",Middle Hill,2,501,6,3,-79.97928082,40.44487618
305,1975472,16124746,33,M,W,2016-09-19T08:00:00,"900 Block Second AV Pittsburgh, PA 15219",901 Criminal Attempt / 4106 Access Device Fraud / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,"20 Block Norwalk ST Pittsburgh, PA 15205",Crafton Heights,6,2815,2,5,-80.05243895,40.44000479
306,1975478,16165847,20,M,B,2016-09-03T01:05:00,"Hotmetal Street & S. Water Street Pittsburgh, PA 15203",908 Prohibited Offensive Weapons. / 3112 Traffic-Control Signals. / 13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use,"Hotmetal Street & S. Water Street Pittsburgh, PA 15203",South Side Flats,3,1702,3,3,-79.96248882,40.42718947
307,1974537,16146601,38,M,W,2016-08-07T00:37:00,"East Liberty BL & Larimer AV Pittsburgh, PA 15206",1543 Driving While Operating Privilege is Suspended or Revoked. / 4914 False Identification to Law Enforcement Authorities / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"East Liberty BL & Larimer AV Pittsburgh, PA 15206",East Liberty,5,1115,9,2,-79.91733643,40.4634911
308,1974557,16146713,21,M,B,2016-08-07T03:17:00,"E Carson ST & S 17th ST Pittsburgh, PA 15203",6106 Firearms not to be Carried without a License. / 9501 Bench Warrant,"E Carson ST & S 17th ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,3,-79.98204758,40.42883493
309,1974773,16151705,46,M,W,2016-08-14T02:55:00,"45th ST & Davison ST Pittsburgh, PA 15201",3802(a)(1) DUI - General Impairment,"45th ST & Davison ST Pittsburgh, PA 15201",Central Lawrenceville,2,902,7,2,-79.95714317,40.47060476
310,1974774,16151710,24,M,B,2016-08-14T02:15:00,"1000 Block Western AV Pittsburgh, PA 15233",3925 Receiving Stolen Property. / 3928 Unauthorized Use of Automobile and Other Vehicles. / 1501 Drivers Required to be Licensed. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"1000 Block Western AV NEW KENSINGTON, PA 15068",Outside County,OSC,6699,,,-79.73003325,40.58621354
311,1975089,16154461,24,M,W,2016-08-18T06:03:00,"600 Block Elmbank ST Pittsburgh, PA 15226",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"600 Block Elmbank ST Pittsburgh, PA 15226",Brookline,6,1917,4,5,-80.01608926,40.39948422
312,1975092,16154461,48,F,W,2016-08-18T06:03:00,"600 Block Elmbank ST Pittsburgh, PA 15226",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance,"600 Block Elmbank ST Pittsburgh, PA 15226",Brookline,6,1917,4,5,-80.01608926,40.39948422
313,1975069,16159518,18,M,B,2016-08-25T09:10:00,"100 Block Grasmere ST Pittsburgh, PA 15205",13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount,"100 Block Grasmere ST Pittsburgh, PA 15205",Oakwood,6,2812,2,5,-80.06551194,40.42795905
314,1975178,16160569,32,M,B,2016-08-26T16:56:00,"Hemlock ST & Federal ST N Pittsburgh, PA 15212",4910 Tampering with or Fabricating Physical Evidence. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3301 Driving on Right Side of Roadway. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"Hemlock ST & Federal ST Pittsburgh, PA 15212",Central Northside,1,2206,1,1,-80.0072265,40.45727922
315,1975537,16166002,36,M,B,2016-09-03T09:15:00,"10 Block Strauss ST Pittsburgh, PA 15214",2701 Simple Assault.,"10 Block Strauss ST Pittsburgh, PA 15214",Perry South,1,2614,6,1,-80.0196836,40.46402412
316,1975127,16158587,22,M,W,2016-08-24T00:25:00,"900 Block Liberty AV Pittsburgh, PA 15222","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","900 Block Liberty AV Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,6,6,-79.99793652,40.44288811
317,1975386,16132220,35,M,W,2016-07-16T17:11:00,"600 Block First AV Pittsburgh, PA 15219",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"Elba ST & Junilla ST Pittsburgh, PA 15219",Middle Hill,2,501,6,3,-79.97072972,40.44627028
318,1975447,16143777,23,F,H,2016-08-03T00:55:00,"S 20th ST & E Carson ST Pittsburgh, PA 15203",5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 2709 Harassment (Non-Specific) / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,"S 20th ST & E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,3,-79.97763595,40.42858782
319,1975449,16149692,,M,B,2016-08-11T11:40:00,"3700 Block Brighton RD Pittsburgh, PA 15212",4914 False Identification to Law Enforcement Authorities,"3700 Block Brighton RD Pittsburgh, PA 15212",Brighton Heights,1,2708,1,1,-80.03519475,40.48324656
320,1975510,16163492,28,M,B,2016-08-30T20:39:00,"100 Block Hawthorne CT Pittsburgh, PA 15206",3921(a) Theft by Unlawful Taking or Disposition - Movable item,"4800 Block Stanton AV Pittsburgh, PA 15206",Homewood North,5,1301,9,2,-79.93470094,40.48033948
321,1974757,16144714,38,M,B,2016-08-10T13:40:00,"1200 Block Faulkner ST Pittsburgh, PA 15204","2705 Recklessy Endangering Another Person. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2701(b)(2) Simple Assault -  Child Under 12 / Adult 21 Or Older","1100 Block Sutherland ST Pittsburgh, PA 15204",Sheraden,6,2022,2,5,-80.06171844,40.45436519
322,1975363,16162900,21,F,W,2016-08-31T03:10:00,"600 Block 1st AV Pittsburgh, PA 15219",2701 Simple Assault.,"200 Block S St Clair ST Pittsburgh, PA 15206",East Liberty,5,1115,9,2,-79.92992905,40.46115391
323,1974947,16062618,19,M,B,2016-09-03T14:30:00,"700 Block Industry ST Pittsburgh, PA 15210",2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,"800 Block Penn AV Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,6,6,-79.99909277,40.44329071
324,1974952,16083572,29,M,B,2016-09-03T02:30:00,"East Liberty BL & Negley Run BL Pittsburgh, PA 15206",2701 Simple Assault.,"800 Block Cherokee ST Pittsburgh, PA 15219",Upper Hill,2,506,6,3,-79.96086923,40.45133611
325,1974956,16120920,31,M,B,2016-09-06T20:34:00,"900 Block 2nd AV Pittsburgh, PA 15219",3701 Robbery.,"200 Block Burrows ST Pittsburgh, PA 15213",Terrace Village,2,510,6,3,-79.96802029,40.43861001
326,1974869,16152506,26,F,W,2016-08-15T13:40:00,"50 Block Montgomery PL Pittsburgh, PA 15212",9501 Bench Warrant,"50 Block Montgomery PL Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.00496104,40.45480329
327,1975295,16160397,30,M,W,2016-08-26T12:18:00,"1300 Block Goettmann ST Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"1300 Block Goettmann ST Pittsburgh, PA 15212",Troy Hill-Herrs Island,1,2406,1,1,-79.98978229,40.45814546
328,1974965,16133190,19,M,W,2016-09-06T14:00:00,Zone 5,3127 Indecent Exposure. / 6301 Corruption of Minors. / 3122.1 Statuatory Sexual Assault / 6318 Unlawful Contact/Communication w/ Minor / 3123(a)(7) IDSI with person less than 16 / 3126(a)(7) Indecent assault of person under 13,Zone 5,,5,,,,,
329,1974438,16142428,25,F,B,2016-08-17T14:20:00,"900 Block SECOND AV Pittsburgh, PA 15219",4952 Intimidation of Witnesses or Victims,"3500 Block California AV Pittsburgh, PA 15212",Brighton Heights,1,2703,1,1,-80.04027014,40.47825349
330,1974458,16142558,45,M,B,2016-08-01T10:06:00,"2600 Block Forbes AV Pittsburgh, PA 15213",3503(a) Criminal Trespass / 9501 Bench Warrant / 4914 False Identification to Law Enforcement Authorities,"2600 Block Forbes AV Pittsburgh, PA 15213",South Oakland,4,409,6,3,-79.96763565,40.43566958
331,1974483,16143323,33,M,B,2016-08-02T12:25:00,"Bausman ST & E Amanda AV Pittsburgh, PA 15210",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"Bausman ST & E Amanda AV Pittsburgh, PA 15210",Knoxville,3,3001,,,-79.9880386,40.41443424
332,1974484,16143323,32,F,W,2016-08-02T12:25:00,"Bausman ST & E Amanda AV Pittsburgh, PA 15210",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"Bausman ST & E Amanda AV Pittsburgh, PA 15210",Knoxville,3,3001,,,-79.9880386,40.41443424
